token	left_score	right_score	pred_side	rule_hits
qkor	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
shey	6.000000	0.000000	left	1
keedy	8.000000	24.000000	right	1
sal	0.000000	0.000000	unknown	0
raiin	0.000000	0.000000	unknown	0
opchdy	0.000000	13.000000	right	1
dar	2.000000	30.000000	right	1
chedy	60.400000	0.000000	left	1
qopchedy	9.400000	34.000000	right	1
rorol	0.000000	0.000000	unknown	0
olsheed	13.000000	5.000000	left	1
qokedy	45.750000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
lkedy	3.000000	0.000000	left	1
lsheedy	13.000000	0.000000	left	1
okar	0.750000	77.000000	right	1
shedy	6.000000	0.000000	left	1
otain	0.000000	5.000000	right	1
saiin	0.000000	0.000000	unknown	0
qol	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
ol	0.000000	5.000000	right	1
chedor	60.400000	0.000000	left	1
chal	51.000000	0.000000	left	1
shed	6.000000	0.000000	left	1
qoteedy	3.000000	0.000000	left	1
dshedy	8.000000	30.000000	right	1
okal	0.750000	77.000000	right	1
chedyl	60.400000	0.000000	left	1
dal	2.000000	30.000000	right	1
or	0.000000	5.000000	right	1
chedy	60.400000	0.000000	left	1
qolaiin	0.000000	0.000000	unknown	0
okedal	6.750000	77.000000	right	1
olchedy	9.400000	45.000000	right	1
chdol	51.000000	0.000000	left	1
olchedy	9.400000	45.000000	right	1
choly	51.000000	0.000000	left	1
aiiny	0.000000	0.000000	unknown	0
sain	0.000000	0.000000	unknown	0
sheey	9.000000	0.000000	left	1
or	0.000000	5.000000	right	1
or	0.000000	5.000000	right	1
al	0.000000	0.000000	unknown	0
solshey	10.000000	0.000000	left	1
okeedy	9.750000	77.000000	right	1
ldaiin	0.000000	0.000000	unknown	0
checthey	60.400000	3.000000	left	1
okedalor	6.750000	77.000000	right	1
polarar	0.000000	0.000000	unknown	0
okor	0.750000	77.000000	right	1
opcheey	12.400000	13.000000	right	1
yteey	3.000000	4.000000	right	1
opchaly	0.000000	13.000000	right	1
lshedy	10.000000	0.000000	left	1
qofchdal	0.000000	0.000000	unknown	0
lkodol	0.000000	0.000000	unknown	0
opa	0.000000	8.000000	right	1
korols	4.000000	24.000000	right	1
scsedy	0.000000	0.000000	unknown	0
keedy	8.000000	24.000000	right	1
cholkeeey	57.000000	0.000000	left	1
otedor	0.000000	5.000000	right	1
okor	0.750000	77.000000	right	1
shedy	6.000000	0.000000	left	1
chedy	60.400000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
oly	0.000000	5.000000	right	1
shey	6.000000	0.000000	left	1
qoyky	0.000000	2.000000	right	1
dchedy	41.400000	36.000000	left	1
qokeedy	48.750000	0.000000	left	1
oteedy	3.000000	5.000000	right	1
chedaiin	60.400000	0.000000	left	1
chey	60.400000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
olkedy	3.000000	5.000000	right	1
ror	0.000000	0.000000	unknown	0
oteedy	3.000000	5.000000	right	1
okal	0.750000	77.000000	right	1
solkeey	6.000000	0.000000	left	1
sor	0.000000	0.000000	unknown	0
shecthy	6.000000	3.000000	left	1
daiin	2.000000	30.000000	right	1
okar	0.750000	77.000000	right	1
chpchedy	60.400000	2.000000	left	1
cpchy	51.000000	2.000000	left	1
oty	0.000000	5.000000	right	1
olor	0.000000	5.000000	right	1
otchy	0.000000	14.000000	right	1
ralchl	0.000000	2.000000	right	1
s	0.000000	0.000000	unknown	0
otain	0.000000	5.000000	right	1
okain	0.750000	77.000000	right	1
chcthedy	57.000000	31.000000	left	1
qoteed	3.000000	0.000000	left	1
ykedy	46.200000	3.600000	left	1
okedy	6.750000	77.000000	right	1
chedy	60.400000	0.000000	left	1
otedy	0.000000	5.000000	right	1
teyteg	0.000000	2.000000	right	1
qotees	3.000000	0.000000	left	1
olkeey	6.000000	5.000000	left	1
okeedy	9.750000	77.000000	right	1
qoeeedy	31.000000	0.000000	left	1
chckhey	57.000000	24.000000	left	1
sheor	6.000000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
otar	0.000000	5.000000	right	1
cheedy	63.400000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
doteey	5.000000	30.000000	right	1
qo	0.000000	0.000000	unknown	0
okaiin	0.750000	77.000000	right	1
oteedy	3.000000	5.000000	right	1
otedy	0.000000	5.000000	right	1
cheolchdy	60.400000	4.000000	left	1
okeedy	9.750000	77.000000	right	1
otedy	0.000000	5.000000	right	1
qokedy	45.750000	0.000000	left	1
okedar	6.750000	77.000000	right	1
da	2.000000	30.000000	right	1
qokeedy	48.750000	0.000000	left	1
ochedy	9.400000	5.000000	left	1
roiin	0.000000	0.000000	unknown	0
sheedy	9.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
okeedy	9.750000	77.000000	right	1
olor	0.000000	5.000000	right	1
okeedy	9.750000	77.000000	right	1
qolkeeey	6.000000	0.000000	left	1
r	0.000000	0.000000	unknown	0
al	0.000000	0.000000	unknown	0
cphdor	51.000000	0.000000	left	1
shedal	6.000000	0.000000	left	1
qopchdy	0.000000	34.000000	right	1
dshedy	8.000000	30.000000	right	1
shedy	6.000000	0.000000	left	1
tchedy	9.400000	7.000000	left	1
lsheetal	13.000000	0.000000	left	1
shecphy	6.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
dy	2.000000	30.000000	right	1
cheor	60.400000	0.000000	left	1
sheedy	9.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
oekeedy	8.000000	5.000000	left	1
qokeey	48.750000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
oteedy	3.000000	5.000000	right	1
shedy	6.000000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
shedam	6.000000	0.000000	left	1
sol	0.000000	0.000000	unknown	0
sheol	6.000000	0.000000	left	1
sheey	9.000000	0.000000	left	1
lteedy	3.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qotal	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
checthy	60.400000	3.000000	left	1
otedeey	3.000000	5.000000	right	1
qokol	39.750000	0.000000	left	1
chedy	60.400000	0.000000	left	1
deey	5.000000	30.000000	right	1
saiin	0.000000	0.000000	unknown	0
sheedy	9.000000	0.000000	left	1
qol	0.000000	0.000000	unknown	0
sheedy	9.000000	0.000000	left	1
okeeedy	9.750000	77.000000	right	1
qoteedy	3.000000	0.000000	left	1
chedy	60.400000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
oleeedy	3.000000	5.000000	right	1
qoteedy	3.000000	0.000000	left	1
lo	0.000000	0.000000	unknown	0
qokeedy	48.750000	0.000000	left	1
qol	0.000000	0.000000	unknown	0
cheedy	63.400000	0.000000	left	1
otedy	0.000000	5.000000	right	1
cthedy	57.000000	3.000000	left	1
otedy	0.000000	5.000000	right	1
qoteedy	3.000000	0.000000	left	1
shcthedy	6.000000	31.000000	right	1
qoeekeedy	34.000000	0.000000	left	1
deedy	5.000000	30.000000	right	1
polshdal	4.000000	0.000000	left	1
otedair	0.000000	5.000000	right	1
opshedal	6.000000	8.000000	right	1
qokedy	45.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
pschedal	9.400000	0.000000	left	1
tsheokeedy	15.750000	0.000000	left	1
oshepols	8.000000	5.000000	left	1
sar	0.000000	0.000000	unknown	0
olkeey	6.000000	5.000000	left	1
shokaiin	0.750000	0.000000	left	1
sheolol	6.000000	0.000000	left	1
otedy	0.000000	5.000000	right	1
qekchdy	0.000000	0.000000	unknown	0
qoeeedy	31.000000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
lkedy	3.000000	0.000000	left	1
chdy	51.000000	0.000000	left	1
lshey	10.000000	0.000000	left	1
qockhedy	6.000000	0.000000	left	1
qodeey	3.000000	0.000000	left	1
qolkeedy	6.000000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
chol	51.000000	0.000000	left	1
chedchey	64.400000	0.000000	left	1
daiin	2.000000	30.000000	right	1
olkedy	3.000000	5.000000	right	1
or	0.000000	5.000000	right	1
ar	0.000000	0.000000	unknown	0
sheey	9.000000	0.000000	left	1
otar	0.000000	5.000000	right	1
shedy	6.000000	0.000000	left	1
otchedy	9.400000	14.000000	right	1
checkhey	60.400000	0.000000	left	1
olchedy	9.400000	45.000000	right	1
checkhy	60.400000	0.000000	left	1
sheckhy	6.000000	0.000000	left	1
lky	0.000000	0.000000	unknown	0
dol	2.000000	30.000000	right	1
sheetey	9.000000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
ol	0.000000	5.000000	right	1
checkhy	60.400000	0.000000	left	1
lshedy	10.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
cheedy	63.400000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
shl	0.000000	0.000000	unknown	0
loiiim	0.000000	0.000000	unknown	0
cthedy	57.000000	3.000000	left	1
oteol	0.000000	5.000000	right	1
chdar	51.000000	0.000000	left	1
chckhy	51.000000	24.000000	left	1
chees	63.400000	0.000000	left	1
salkeedy	6.000000	0.000000	left	1
chey	60.400000	0.000000	left	1
lcheedy	12.400000	2.000000	left	1
lchedy	9.400000	2.000000	left	1
qoteedy	3.000000	0.000000	left	1
sol	0.000000	0.000000	unknown	0
shey	6.000000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
chey	60.400000	0.000000	left	1
dytey	2.000000	32.000000	right	1
teedy	3.000000	0.000000	left	1
lchey	9.400000	2.000000	left	1
qokedy	45.750000	0.000000	left	1
chedy	60.400000	0.000000	left	1
lal	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
dchedy	41.400000	36.000000	left	1
qokeedy	48.750000	0.000000	left	1
qoteey	3.000000	0.000000	left	1
qokol	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
shedy	6.000000	0.000000	left	1
chedy	60.400000	0.000000	left	1
olchedr	9.400000	45.000000	right	1
shetey	6.000000	0.000000	left	1
raiin	0.000000	0.000000	unknown	0
psheoldy	6.000000	0.000000	left	1
opalshedy	10.000000	8.000000	left	1
qokshedy	45.750000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
dor	2.000000	30.000000	right	1
shey	6.000000	0.000000	left	1
opchedy	9.400000	13.000000	right	1
dal	2.000000	30.000000	right	1
ro	0.000000	0.000000	unknown	0
fcham	0.000000	0.000000	unknown	0
dshol	2.000000	30.000000	right	1
qokaiin	39.750000	0.000000	left	1
ches	60.400000	0.000000	left	1
daiin	2.000000	30.000000	right	1
checkhy	60.400000	0.000000	left	1
oteoldy	0.000000	5.000000	right	1
qokeey	48.750000	0.000000	left	1
chckhyd	51.000000	24.000000	left	1
lar	0.000000	0.000000	unknown	0
aly	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
shckhey	6.000000	24.000000	right	1
chckhey	57.000000	24.000000	left	1
qokeedy	48.750000	0.000000	left	1
saiin	0.000000	0.000000	unknown	0
chek	107.200000	0.000000	left	1
ain	0.000000	0.000000	unknown	0
r	0.000000	0.000000	unknown	0
ain	0.000000	0.000000	unknown	0
o	0.000000	5.000000	right	1
kan	2.000000	24.000000	right	1
chlaiiin	51.000000	0.000000	left	1
saiin	0.000000	0.000000	unknown	0
sheckhy	6.000000	0.000000	left	1
cheol	60.400000	0.000000	left	1
chey	60.400000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
sair	0.000000	0.000000	unknown	0
sheckhy	6.000000	0.000000	left	1
lkeedy	6.000000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
sar	0.000000	0.000000	unknown	0
sheedy	9.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qolkey	3.000000	0.000000	left	1
lchdy	0.000000	2.000000	right	1
scheer	12.400000	0.000000	left	1
shees	9.000000	0.000000	left	1
al	0.000000	0.000000	unknown	0
ches	60.400000	0.000000	left	1
okaiin	0.750000	77.000000	right	1
alaldy	0.000000	0.000000	unknown	0
tchedy	9.400000	7.000000	left	1
lshees	13.000000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
chees	63.400000	0.000000	left	1
tchy	0.000000	7.000000	right	1
rshed	6.000000	0.000000	left	1
chkaiin	51.000000	0.000000	left	1
sheky	6.000000	0.000000	left	1
shtal	0.000000	0.000000	unknown	0
cheedy	63.400000	0.000000	left	1
lsan	2.000000	0.000000	left	1
sair	0.000000	0.000000	unknown	0
shekaiiin	6.000000	0.000000	left	1
shets	6.000000	0.000000	left	1
aiiin	0.000000	0.000000	unknown	0
shety	6.000000	0.000000	left	1
otey	0.000000	5.000000	right	1
okaiin	0.750000	77.000000	right	1
otedy	0.000000	5.000000	right	1
qotar	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
tain	0.000000	0.000000	unknown	0
sheey	9.000000	0.000000	left	1
qotain	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
chedy	60.400000	0.000000	left	1
taiin	0.000000	0.000000	unknown	0
chckhedy	57.000000	24.000000	left	1
otol	0.000000	5.000000	right	1
oty	0.000000	5.000000	right	1
sakaiin	0.000000	0.000000	unknown	0
okeedy	9.750000	77.000000	right	1
chedy	60.400000	0.000000	left	1
qotain	0.000000	0.000000	unknown	0
cphey	57.000000	0.000000	left	1
opcheey	12.400000	13.000000	right	1
oty	0.000000	5.000000	right	1
saiin	0.000000	0.000000	unknown	0
otary	0.000000	5.000000	right	1
ychees	42.400000	0.000000	left	1
alchedy	9.400000	2.000000	left	1
qokeedy	48.750000	0.000000	left	1
lshedy	10.000000	0.000000	left	1
tol	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
qoky	39.750000	0.000000	left	1
saiin	0.000000	0.000000	unknown	0
olor	0.000000	5.000000	right	1
qoeedy	31.000000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
chees	63.400000	0.000000	left	1
ol	0.000000	5.000000	right	1
oiiin	0.000000	5.000000	right	1
chchky	51.000000	24.000000	left	1
shekeey	12.000000	0.000000	left	1
qokey	45.750000	0.000000	left	1
qoky	39.750000	0.000000	left	1
saiin	0.000000	0.000000	unknown	0
sy	0.000000	0.000000	unknown	0
saiin	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
shedy	6.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
lolsaiiin	2.000000	0.000000	left	1
qokain	39.750000	0.000000	left	1
chey	60.400000	0.000000	left	1
r	0.000000	0.000000	unknown	0
al	0.000000	0.000000	unknown	0
r	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
dl	2.000000	30.000000	right	1
sshey	6.000000	0.000000	left	1
lshedy	10.000000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
okedy	6.750000	77.000000	right	1
san	0.000000	0.000000	unknown	0
ol	0.000000	5.000000	right	1
keedy	8.000000	24.000000	right	1
sar	0.000000	0.000000	unknown	0
qoky	39.750000	0.000000	left	1
dedy	2.000000	30.000000	right	1
sol	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
qoky	39.750000	0.000000	left	1
daiin	2.000000	30.000000	right	1
shedy	6.000000	0.000000	left	1
chey	60.400000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
cheedy	63.400000	0.000000	left	1
qo	0.000000	0.000000	unknown	0
char	51.000000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
darchdar	2.000000	30.000000	right	1
olkchs	0.000000	5.000000	right	1
otedy	0.000000	5.000000	right	1
otork	34.800000	5.000000	left	1
otol	0.000000	5.000000	right	1
dchdy	32.000000	36.000000	right	1
soral	0.000000	0.000000	unknown	0
dotedy	2.000000	30.000000	right	1
pol	0.000000	0.000000	unknown	0
darair	2.000000	30.000000	right	1
ol	0.000000	5.000000	right	1
qokol	39.750000	0.000000	left	1
chey	60.400000	0.000000	left	1
qopchedy	9.400000	34.000000	right	1
qopchedy	9.400000	34.000000	right	1
dylches	11.400000	32.000000	right	1
olkedy	3.000000	5.000000	right	1
loly	0.000000	0.000000	unknown	0
tol	0.000000	0.000000	unknown	0
chd	51.000000	0.000000	left	1
ar	0.000000	0.000000	unknown	0
shey	6.000000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
qotedy	0.000000	0.000000	unknown	0
qokol	39.750000	0.000000	left	1
chdy	51.000000	0.000000	left	1
qokain	39.750000	0.000000	left	1
chetey	60.400000	0.000000	left	1
sal	0.000000	0.000000	unknown	0
qoteedy	3.000000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
shedy	6.000000	0.000000	left	1
shcthey	6.000000	31.000000	right	1
qokeedy	48.750000	0.000000	left	1
oteedy	3.000000	5.000000	right	1
cham	51.000000	0.000000	left	1
solteedy	3.000000	0.000000	left	1
qoteedy	3.000000	0.000000	left	1
qodeedy	3.000000	0.000000	left	1
shedaiin	6.000000	0.000000	left	1
chedy	60.400000	0.000000	left	1
shedaiin	6.000000	0.000000	left	1
sheol	6.000000	0.000000	left	1
ol	0.000000	5.000000	right	1
ched	60.400000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qolsheedy	13.000000	0.000000	left	1
shol	0.000000	0.000000	unknown	0
tedy	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
lsheedy	13.000000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
qolal	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
sokcheey	13.150000	0.000000	left	1
sain	0.000000	0.000000	unknown	0
sheeol	9.000000	0.000000	left	1
qoteedy	3.000000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
qokeedy	48.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
qotol	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
sheety	9.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
lol	0.000000	0.000000	unknown	0
sshedy	6.000000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
qolcheedy	12.400000	4.000000	left	1
qokeedy	48.750000	0.000000	left	1
lol	0.000000	0.000000	unknown	0
qoteedy	3.000000	0.000000	left	1
qoteedy	3.000000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
sheed	9.000000	0.000000	left	1
qeey	3.000000	0.000000	left	1
saiin	0.000000	0.000000	unknown	0
sheety	9.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
lol	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
cheedy	63.400000	0.000000	left	1
lshey	10.000000	0.000000	left	1
qol	0.000000	0.000000	unknown	0
or	0.000000	5.000000	right	1
chees	63.400000	0.000000	left	1
sheckhedy	6.000000	0.000000	left	1
qol	0.000000	0.000000	unknown	0
cheedy	63.400000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
qokeedy	48.750000	0.000000	left	1
lchey	9.400000	2.000000	left	1
lsheey	13.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qokar	39.750000	0.000000	left	1
qokeey	48.750000	0.000000	left	1
laiin	0.000000	0.000000	unknown	0
chey	60.400000	0.000000	left	1
qotain	0.000000	0.000000	unknown	0
sheal	6.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qoteey	3.000000	0.000000	left	1
qokain	39.750000	0.000000	left	1
sheey	9.000000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
dalchedy	11.400000	32.000000	right	1
chedaiin	60.400000	0.000000	left	1
shedy	6.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
qokeey	48.750000	0.000000	left	1
chedy	60.400000	0.000000	left	1
shear	6.000000	0.000000	left	1
olaiiny	0.000000	5.000000	right	1
qoteedy	3.000000	0.000000	left	1
al	0.000000	0.000000	unknown	0
lchedy	9.400000	2.000000	left	1
r	0.000000	0.000000	unknown	0
oin	0.000000	5.000000	right	1
chy	51.000000	0.000000	left	1
chedaiin	60.400000	0.000000	left	1
cheey	63.400000	0.000000	left	1
okedy	6.750000	77.000000	right	1
qoky	39.750000	0.000000	left	1
sheoky	6.750000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
chedy	60.400000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
olshedy	10.000000	5.000000	left	1
qokeedy	48.750000	0.000000	left	1
chedy	60.400000	0.000000	left	1
qokol	39.750000	0.000000	left	1
otedy	0.000000	5.000000	right	1
qokor	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
qokal	39.750000	0.000000	left	1
shedar	6.000000	0.000000	left	1
dal	2.000000	30.000000	right	1
chedy	60.400000	0.000000	left	1
daror	2.000000	30.000000	right	1
qoteedy	3.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
chcthy	51.000000	31.000000	left	1
lchedy	9.400000	2.000000	left	1
qokaly	39.750000	0.000000	left	1
solchedy	9.400000	4.000000	left	1
qokain	39.750000	0.000000	left	1
okaiin	0.750000	77.000000	right	1
shedy	6.000000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
olchey	9.400000	45.000000	right	1
qotey	0.000000	0.000000	unknown	0
qokain	39.750000	0.000000	left	1
olcheedy	12.400000	45.000000	right	1
sar	0.000000	0.000000	unknown	0
lom	0.000000	0.000000	unknown	0
saiin	0.000000	0.000000	unknown	0
cheeol	63.400000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qotal	0.000000	0.000000	unknown	0
qokaiin	39.750000	0.000000	left	1
chckhey	57.000000	24.000000	left	1
saiin	0.000000	0.000000	unknown	0
qolkain	0.000000	0.000000	unknown	0
cheeky	63.400000	0.000000	left	1
lol	0.000000	0.000000	unknown	0
qokain	39.750000	0.000000	left	1
chckhy	51.000000	24.000000	left	1
qokeey	48.750000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
qotedy	0.000000	0.000000	unknown	0
qotary	0.000000	0.000000	unknown	0
qor	0.000000	0.000000	unknown	0
ain	0.000000	0.000000	unknown	0
cheol	60.400000	0.000000	left	1
ol	0.000000	5.000000	right	1
chealor	60.400000	0.000000	left	1
cheey	63.400000	0.000000	left	1
qetaiin	0.000000	0.000000	unknown	0
dary	2.000000	30.000000	right	1
daiin	2.000000	30.000000	right	1
chedy	60.400000	0.000000	left	1
qol	0.000000	0.000000	unknown	0
keedy	8.000000	24.000000	right	1
qoteeedy	3.000000	0.000000	left	1
sar	0.000000	0.000000	unknown	0
oiiiin	0.000000	5.000000	right	1
cheety	63.400000	0.000000	left	1
dy	2.000000	30.000000	right	1
qokaiin	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
chedy	60.400000	0.000000	left	1
qol	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
checkhy	60.400000	0.000000	left	1
raiin	0.000000	0.000000	unknown	0
solkeey	6.000000	0.000000	left	1
okaiin	0.750000	77.000000	right	1
chedy	60.400000	0.000000	left	1
qokain	39.750000	0.000000	left	1
sheedy	9.000000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
chedaiin	60.400000	0.000000	left	1
chealy	60.400000	0.000000	left	1
dshedy	8.000000	30.000000	right	1
pchedy	9.400000	2.000000	left	1
qotain	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
dolchl	2.000000	34.000000	right	1
qokeedy	48.750000	0.000000	left	1
qokol	39.750000	0.000000	left	1
olchey	9.400000	45.000000	right	1
pol	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
qoeedy	31.000000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
chcphey	57.000000	24.000000	left	1
qol	0.000000	0.000000	unknown	0
ltaiin	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
qol	0.000000	0.000000	unknown	0
olaiin	0.000000	5.000000	right	1
cheey	63.400000	0.000000	left	1
sheckhey	6.000000	0.000000	left	1
lsheey	13.000000	0.000000	left	1
qykaiin	0.000000	2.000000	right	1
sheedy	9.000000	0.000000	left	1
laiin	0.000000	0.000000	unknown	0
daiiin	2.000000	30.000000	right	1
ol	0.000000	5.000000	right	1
eeedy	3.000000	0.000000	left	1
okaiin	0.750000	77.000000	right	1
sheeol	9.000000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
shody	0.000000	0.000000	unknown	0
qoty	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
sh	0.000000	17.000000	right	1
qolchey	9.400000	4.000000	left	1
qotedy	0.000000	0.000000	unknown	0
qotal	0.000000	0.000000	unknown	0
rain	0.000000	0.000000	unknown	0
chlr	51.000000	0.000000	left	1
arol	0.000000	0.000000	unknown	0
qokeedy	48.750000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
qokeedy	48.750000	0.000000	left	1
qokeedy	48.750000	0.000000	left	1
qokeey	48.750000	0.000000	left	1
raiin	0.000000	0.000000	unknown	0
al	0.000000	0.000000	unknown	0
dchee	78.000000	36.000000	left	1
ol	0.000000	5.000000	right	1
cheedy	63.400000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
qoteedy	3.000000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
raiin	0.000000	0.000000	unknown	0
sheey	9.000000	0.000000	left	1
qepchedy	9.400000	2.000000	left	1
qol	0.000000	0.000000	unknown	0
cheedy	63.400000	0.000000	left	1
qokear	45.750000	0.000000	left	1
cheey	63.400000	0.000000	left	1
loly	0.000000	0.000000	unknown	0
dy	2.000000	30.000000	right	1
qokaiin	39.750000	0.000000	left	1
ches	60.400000	0.000000	left	1
lchear	9.400000	2.000000	left	1
dal	2.000000	30.000000	right	1
chr	51.000000	0.000000	left	1
sls	2.000000	0.000000	left	1
ain	0.000000	0.000000	unknown	0
ol	0.000000	5.000000	right	1
raiin	0.000000	0.000000	unknown	0
lod	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
chlchpsheey	60.000000	2.000000	left	1
tal	0.000000	0.000000	unknown	0
cheol	60.400000	0.000000	left	1
dam	2.000000	30.000000	right	1
arotey	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
ysheey	9.000000	0.000000	left	1
dal	2.000000	30.000000	right	1
saiirol	0.000000	0.000000	unknown	0
sal	0.000000	0.000000	unknown	0
dalo	2.000000	30.000000	right	1
tain	0.000000	0.000000	unknown	0
dary	2.000000	30.000000	right	1
dalo	2.000000	30.000000	right	1
otchdy	0.000000	14.000000	right	1
otolaiino	0.000000	5.000000	right	1
okain	0.750000	77.000000	right	1
ykal	43.200000	3.600000	left	1
otol	0.000000	5.000000	right	1
shedy	6.000000	0.000000	left	1
olkeedal	6.000000	5.000000	left	1
otolor	0.000000	5.000000	right	1
orchedal	9.400000	5.000000	left	1
qetedy	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
qotol	0.000000	0.000000	unknown	0
odal	0.000000	5.000000	right	1
chal	51.000000	0.000000	left	1
dar	2.000000	30.000000	right	1
qopshedy	6.000000	29.000000	right	1
qotedy	0.000000	0.000000	unknown	0
qotedy	0.000000	0.000000	unknown	0
qokedy	45.750000	0.000000	left	1
dal	2.000000	30.000000	right	1
