tok_id	token	left_score	right_score	pred_side	rule_hits
17250	orairody	0.0	5.0	right	1
17251	qotchdain	0.0	9.0	right	1
17252	qopy	0.0	29.0	right	1
17253	ochody	0.0	5.0	right	1
17254	chol	51.0	0.0	left	1
17255	chey	60.4	0.0	left	1
17256	qotchdy	0.0	9.0	right	1
17257	kchdy	28.0	24.0	left	1
17258	qopchd	0.0	34.0	right	1
17259	chpchy	51.0	2.0	left	1
17260	qopchy	0.0	34.0	right	1
17261	qoky	39.75	0.0	left	1
17262	chedy	60.4	0.0	left	1
17263	qokol	39.75	0.0	left	1
17264	lram	0.0	0.0	unknown	0
17265	qolchy	0.0	4.0	right	1
17266	olkeedy	6.0	5.0	left	1
17267	chdal	51.0	0.0	left	1
17268	chedy	60.4	0.0	left	1
17269	chor	51.0	0.0	left	1
17270	ar	0.0	0.0	unknown	0
17271	arody	0.0	0.0	unknown	0
17272	qokchdy	39.75	0.0	left	1
17273	chdal	51.0	0.0	left	1
17274	okar	0.75	77.0	right	1
17275	chdy	51.0	0.0	left	1
17276	otaiin	0.0	5.0	right	1
17277	dshor	2.0	30.0	right	1
17278	shdy	0.0	0.0	unknown	0
17279	shor	0.0	0.0	unknown	0
17280	ol	0.0	5.0	right	1
17281	aiin	0.0	0.0	unknown	0
17282	olkeedy	6.0	5.0	left	1
17283	shdal	0.0	0.0	unknown	0
17284	oteor	0.0	5.0	right	1
17285	chdar	51.0	0.0	left	1
17286	lkarchees	12.4	0.0	left	1
17287	olkar	0.0	5.0	right	1
17288	dalam	2.0	30.0	right	1
17289	tar	0.0	0.0	unknown	0
17290	lol	0.0	0.0	unknown	0
17291	chol	51.0	0.0	left	1
17292	olkar	0.0	5.0	right	1
17293	daiin	2.0	30.0	right	1
17294	chear	60.4	0.0	left	1
17295	or	0.0	5.0	right	1
17296	otshey	6.0	5.0	left	1
17297	qokar	39.75	0.0	left	1
17298	opchey	9.4	13.0	right	1
17299	taiky	0.0	0.0	unknown	0
17300	qokar	39.75	0.0	left	1
17301	daiin	2.0	30.0	right	1
17302	sheol	6.0	0.0	left	1
17303	keear	8.0	24.0	right	1
17304	or	0.0	5.0	right	1
17305	chedy	60.4	0.0	left	1
17306	orsheeen	9.0	5.0	left	1
17307	qotain	0.0	0.0	unknown	0
17308	odaiin	0.0	5.0	right	1
17309	olkeshar	3.0	5.0	right	1
17310	qokar	39.75	0.0	left	1
17311	ar	0.0	0.0	unknown	0
17312	qokaiin	39.75	0.0	left	1
17313	ylchedor	9.4	2.0	left	1
17314	or	0.0	5.0	right	1
17315	aiin	0.0	0.0	unknown	0
17316	ol	0.0	5.0	right	1
17317	or	0.0	5.0	right	1
17318	olkal	0.0	5.0	right	1
17319	or	0.0	5.0	right	1
17320	shedy	6.0	0.0	left	1
17321	qokal	39.75	0.0	left	1
17322	sar	0.0	0.0	unknown	0
17323	orchey	9.4	5.0	left	1
17324	dy	2.0	30.0	right	1
17325	ykaiin	43.2	3.6	left	1
17326	odaiin	0.0	5.0	right	1
17327	chal	51.0	0.0	left	1
17328	sair	0.0	0.0	unknown	0
17329	ytar	0.0	4.0	right	1
17330	chody	51.0	0.0	left	1
17331	ldaly	0.0	0.0	unknown	0
17332	chdal	51.0	0.0	left	1
17333	ykchedy	52.6	27.2	left	1
17334	lkchedy	9.4	0.0	left	1
17335	dam	2.0	30.0	right	1
17336	dshor	2.0	30.0	right	1
17337	ykaiin	43.2	3.6	left	1
17338	dar	2.0	30.0	right	1
17339	sheey	9.0	0.0	left	1
17340	qokol	39.75	0.0	left	1
17341	cheol	60.4	0.0	left	1
17342	otar	0.0	5.0	right	1
17343	ar	0.0	0.0	unknown	0
17344	aiiin	0.0	0.0	unknown	0
17345	qoteeos	3.0	0.0	left	1
17346	aiin	0.0	0.0	unknown	0
17347	sarar	0.0	0.0	unknown	0
17348	ykaiin	43.2	3.6	left	1
17349	saldam	0.0	0.0	unknown	0
17350	sheol	6.0	0.0	left	1
17351	qckhy	0.0	0.0	unknown	0
17352	dalor	2.0	30.0	right	1
17353	olaiin	0.0	5.0	right	1
17354	olkaiin	0.0	5.0	right	1
17355	qodar	0.0	0.0	unknown	0
17356	oxy	0.0	5.0	right	1
17357	qokaiin	39.75	0.0	left	1
17358	olkeey	6.0	5.0	left	1
17359	qokear	45.75	0.0	left	1
17360	or	0.0	5.0	right	1
17361	cheeaiin	63.4	0.0	left	1
17362	yteedy	3.0	4.0	right	1
17363	qoko	39.75	0.0	left	1
17364	lchdol	0.0	2.0	right	1
17365	or	0.0	5.0	right	1
17366	chcphar	51.0	24.0	left	1
17367	ar	0.0	0.0	unknown	0
17368	ctholcthy	51.0	7.0	left	1
17369	qopaiin	0.0	29.0	right	1
17370	ypchdy	0.0	2.0	right	1
17371	cpholkaiin	51.0	0.0	left	1
17372	cholfchy	51.0	0.0	left	1
17373	qopar	0.0	29.0	right	1
17374	aroiin	0.0	0.0	unknown	0
17375	opchedy	9.4	13.0	right	1
17376	opoly	0.0	8.0	right	1
17377	ykchy	43.2	27.2	left	1
17378	cholkaiin	51.0	0.0	left	1
17379	chey	60.4	0.0	left	1
17380	ykeeedy	49.2	3.6	left	1
17381	okal	0.75	77.0	right	1
17382	or	0.0	5.0	right	1
17383	checfhy	60.4	0.0	left	1
17384	lkey	3.0	0.0	left	1
17385	okar	0.75	77.0	right	1
17386	dar	2.0	30.0	right	1
17387	ol	0.0	5.0	right	1
17388	ain	0.0	0.0	unknown	0
17389	shol	0.0	0.0	unknown	0
17390	shotaiin	0.0	0.0	unknown	0
17391	shckhor	0.0	24.0	right	1
17392	olaiin	0.0	5.0	right	1
17393	chdy	51.0	0.0	left	1
17394	qokain	39.75	0.0	left	1
17395	odaiiin	0.0	5.0	right	1
17396	cheor	60.4	0.0	left	1
17397	olkain	0.0	5.0	right	1
17398	chey	60.4	0.0	left	1
17399	taiin	0.0	0.0	unknown	0
17400	okaiin	0.75	77.0	right	1
17401	qokaiin	39.75	0.0	left	1
17402	yteey	3.0	4.0	right	1
17403	otain	0.0	5.0	right	1
17404	chey	60.4	0.0	left	1
17405	okam	0.75	77.0	right	1
17406	qokar	39.75	0.0	left	1
17407	qokain	39.75	0.0	left	1
17408	okaiin	0.75	77.0	right	1
17409	par	0.0	0.0	unknown	0
17410	or	0.0	5.0	right	1
17411	aiin	0.0	0.0	unknown	0
17412	dar	2.0	30.0	right	1
17413	aiiin	0.0	0.0	unknown	0
17414	qckhear	6.0	0.0	left	1
17415	shoifhy	0.0	0.0	unknown	0
17416	qotedy	0.0	0.0	unknown	0
17417	opchdy	0.0	13.0	right	1
17418	olain	0.0	5.0	right	1
17419	ar	0.0	0.0	unknown	0
17420	alkar	0.0	0.0	unknown	0
17421	am	0.0	0.0	unknown	0
17422	ytaiin	0.0	4.0	right	1
17423	ytair	0.0	4.0	right	1
17424	dalol	2.0	30.0	right	1
17425	ytal	0.0	4.0	right	1
17426	dar	2.0	30.0	right	1
17427	aiiin	0.0	0.0	unknown	0
17428	chol	51.0	0.0	left	1
17429	olkchey	9.4	5.0	left	1
17430	lkar	0.0	0.0	unknown	0
17431	otal	0.0	5.0	right	1
17432	qotar	0.0	0.0	unknown	0
17433	dam	2.0	30.0	right	1
17434	pdaiin	0.0	0.0	unknown	0
17435	otol	0.0	5.0	right	1
17436	podaiin	0.0	0.0	unknown	0
17437	ocphey	6.0	5.0	left	1
17438	opchor	0.0	13.0	right	1
17439	olkshed	6.0	5.0	left	1
17440	qofod	0.0	0.0	unknown	0
17441	opdaiin	0.0	8.0	right	1
17442	adar	0.0	0.0	unknown	0
17443	dairody	2.0	30.0	right	1
17444	oreeey	3.0	5.0	right	1
17445	lkeeor	6.0	0.0	left	1
17446	daiin	2.0	30.0	right	1
17447	olteody	0.0	5.0	right	1
17448	tar	0.0	0.0	unknown	0
17449	otyteeodain	3.0	7.0	right	1
17450	yty	0.0	4.0	right	1
17451	sheey	9.0	0.0	left	1
17452	tar	0.0	0.0	unknown	0
17453	ar	0.0	0.0	unknown	0
17454	am	0.0	0.0	unknown	0
17455	ody	0.0	5.0	right	1
17456	lshechy	10.0	0.0	left	1
17457	tshy	0.0	0.0	unknown	0
17458	qokeedy	48.75	0.0	left	1
17459	kain	2.0	24.0	right	1
17460	ytaiin	0.0	4.0	right	1
17461	chees	63.4	0.0	left	1
17462	tairoor	0.0	0.0	unknown	0
17463	qotar	0.0	0.0	unknown	0
17464	taikhy	0.0	0.0	unknown	0
17465	damom	2.0	30.0	right	1
17466	qokar	39.75	0.0	left	1
17467	olkedy	3.0	5.0	right	1
17468	otor	0.0	5.0	right	1
17469	chedy	60.4	0.0	left	1
17470	qokar	39.75	0.0	left	1
17471	opchedy	9.4	13.0	right	1
17472	dar	2.0	30.0	right	1
17473	okar	0.75	77.0	right	1
17474	ar	0.0	0.0	unknown	0
17475	dair	2.0	30.0	right	1
17476	ain	0.0	0.0	unknown	0
17477	ol	0.0	5.0	right	1
17478	keodar	5.0	24.0	right	1
17479	chey	60.4	0.0	left	1
17480	keody	5.0	24.0	right	1
17481	choty	51.0	0.0	left	1
17482	dal	2.0	30.0	right	1
17483	ody	0.0	5.0	right	1
17484	qokeedy	48.75	0.0	left	1
17485	pchedy	9.4	2.0	left	1
17486	ytshy	0.0	4.0	right	1
17487	tody	0.0	0.0	unknown	0
17488	dal	2.0	30.0	right	1
17489	tchedy	9.4	7.0	left	1
17490	qokar	39.75	0.0	left	1
17491	oly	0.0	5.0	right	1
17492	yteedy	3.0	4.0	right	1
17493	qokar	39.75	0.0	left	1
17494	olkar	0.0	5.0	right	1
17495	qodar	0.0	0.0	unknown	0
17496	ykaiin	43.2	3.6	left	1
17497	orokeeeey	9.75	5.0	left	1
17498	ofchedy	9.4	5.0	left	1
17499	qokaiin	39.75	0.0	left	1
17500	araram	0.0	0.0	unknown	0
17501	saiin	0.0	0.0	unknown	0
17502	shor	0.0	0.0	unknown	0
17503	shekaiin	6.0	0.0	left	1
17504	chedy	60.4	0.0	left	1
17505	cholkeod	54.0	0.0	left	1
17506	qokchy	39.75	0.0	left	1
17507	orchcthy	0.0	18.0	right	1
17508	olteedy	3.0	5.0	right	1
17509	dar	2.0	30.0	right	1
17510	otar	0.0	5.0	right	1
17511	aim	0.0	0.0	unknown	0
17512	alshdr	4.0	0.0	left	1
17513	lkar	0.0	0.0	unknown	0
17514	dal	2.0	30.0	right	1
17515	kshd	2.0	24.0	right	1
17516	shdar	0.0	0.0	unknown	0
17517	shedy	6.0	0.0	left	1
17518	qody	0.0	0.0	unknown	0
17519	sheey	9.0	0.0	left	1
17520	qotedy	0.0	0.0	unknown	0
17521	olkeey	6.0	5.0	left	1
17522	qokchdy	39.75	0.0	left	1
17523	ramshy	0.0	0.0	unknown	0
17524	qokaiin	39.75	0.0	left	1
17525	qokar	39.75	0.0	left	1
17526	okar	0.75	77.0	right	1
17527	qotar	0.0	0.0	unknown	0
17528	lor	0.0	0.0	unknown	0
17529	qokchdy	39.75	0.0	left	1
17530	dar	2.0	30.0	right	1
17531	shey	6.0	0.0	left	1
17532	dytshedy	8.0	32.0	right	1
17533	qotol	0.0	0.0	unknown	0
17534	dytshy	2.0	32.0	right	1
17535	dy	2.0	30.0	right	1
17536	polkchy	0.0	0.0	unknown	0
17537	tshed	6.0	0.0	left	1
17538	qopchey	9.4	34.0	right	1
17539	paroiin	0.0	0.0	unknown	0
17540	chefchy	60.4	0.0	left	1
17541	qopar	0.0	29.0	right	1
17542	qopchedy	9.4	34.0	right	1
17543	qopydaiin	0.0	29.0	right	1
17544	qopary	0.0	29.0	right	1
17545	dair	2.0	30.0	right	1
17546	chepy	60.4	0.0	left	1
17547	qokaiin	39.75	0.0	left	1
17548	olkar	0.0	5.0	right	1
17549	olkchdy	0.0	5.0	right	1
17550	okaral	0.75	77.0	right	1
17551	dar	2.0	30.0	right	1
17552	olkchey	9.4	5.0	left	1
17553	otytam	0.0	7.0	right	1
17554	orom	0.0	5.0	right	1
17555	qokeey	48.75	0.0	left	1
17556	qoeear	31.0	0.0	left	1
17557	chsey	51.0	0.0	left	1
17558	oky	0.75	77.0	right	1
17559	qokar	39.75	0.0	left	1
17560	orchey	9.4	5.0	left	1
17561	qotar	0.0	0.0	unknown	0
17562	olkchedy	9.4	5.0	left	1
17563	qokaiin	39.75	0.0	left	1
17564	am	0.0	0.0	unknown	0
17565	dar	2.0	30.0	right	1
17566	olkaiin	0.0	5.0	right	1
17567	ydy	0.0	0.0	unknown	0
17568	lkchedy	9.4	0.0	left	1
17569	okeeeykchy	9.75	81.0	right	1
17570	dl	2.0	30.0	right	1
17571	ld	0.0	0.0	unknown	0
17572	lol	0.0	0.0	unknown	0
17573	sheey	9.0	0.0	left	1
17574	qokshey	45.75	0.0	left	1
17575	tain	0.0	0.0	unknown	0
17576	g	0.0	0.0	unknown	0
17577	sor	0.0	0.0	unknown	0
17578	aiin	0.0	0.0	unknown	0
17579	ar	0.0	0.0	unknown	0
17580	shey	6.0	0.0	left	1
17581	qoteody	0.0	0.0	unknown	0
17582	or	0.0	5.0	right	1
17583	aiiin	0.0	0.0	unknown	0
17584	oeey	5.0	5.0	tie	1
17585	ldaiiin	0.0	0.0	unknown	0
17586	or	0.0	5.0	right	1
17587	oro	0.0	5.0	right	1
17588	ol	0.0	5.0	right	1
17589	kaiiin	2.0	24.0	right	1
17590	sas	0.0	0.0	unknown	0
17591	aiin	0.0	0.0	unknown	0
17592	otariin	0.0	5.0	right	1
17593	otar	0.0	5.0	right	1
17594	cheody	60.4	0.0	left	1
17595	qotaiin	0.0	0.0	unknown	0
17596	qokaiin	39.75	0.0	left	1
17597	ol	0.0	5.0	right	1
17598	tey	0.0	0.0	unknown	0
17599	qokaiin	39.75	0.0	left	1
17600	otar	0.0	5.0	right	1
17601	ol	0.0	5.0	right	1
17602	dairal	2.0	30.0	right	1
17603	daiin	2.0	30.0	right	1
17604	qokar	39.75	0.0	left	1
17605	choltal	51.0	0.0	left	1
17606	cthdy	51.0	3.0	left	1
17607	qokeey	48.75	0.0	left	1
17608	lkaiin	0.0	0.0	unknown	0
17609	olkaiin	0.0	5.0	right	1
17610	araiin	0.0	0.0	unknown	0
17611	lshar	4.0	0.0	left	1
17612	okar	0.75	77.0	right	1
17613	qoeedy	31.0	0.0	left	1
17614	qotar	0.0	0.0	unknown	0
17615	otal	0.0	5.0	right	1
17616	olky	0.0	5.0	right	1
17617	qokal	39.75	0.0	left	1
17618	ol	0.0	5.0	right	1
17619	kaiin	2.0	24.0	right	1
17620	octhair	0.0	8.0	right	1
17621	lo	0.0	0.0	unknown	0
17622	poiin	0.0	0.0	unknown	0
17623	otal	0.0	5.0	right	1
17624	kal	2.0	24.0	right	1
17625	toror	0.0	0.0	unknown	0
17626	olaiin	0.0	5.0	right	1
17627	okeockhey	12.75	77.0	right	1
17628	olkeey	6.0	5.0	left	1
17629	qoedy	28.0	0.0	left	1
17630	lkaiin	0.0	0.0	unknown	0
17631	oltam	0.0	5.0	right	1
17632	yaiin	0.0	0.0	unknown	0
17633	dar	2.0	30.0	right	1
17634	otol	0.0	5.0	right	1
17635	qokain	39.75	0.0	left	1
17636	qoky	39.75	0.0	left	1
17637	lkor	0.0	0.0	unknown	0
17638	dal	2.0	30.0	right	1
17639	oraiin	0.0	5.0	right	1
17640	cheoty	60.4	0.0	left	1
17641	qotaiin	0.0	0.0	unknown	0
17642	olkam	0.0	5.0	right	1
17643	daiin	2.0	30.0	right	1
17644	ar	0.0	0.0	unknown	0
17645	qotal	0.0	0.0	unknown	0
17646	kshdy	2.0	24.0	right	1
17647	otar	0.0	5.0	right	1
17648	shcthdy	0.0	31.0	right	1
17649	qokol	39.75	0.0	left	1
17650	chotal	51.0	0.0	left	1
17651	kar	2.0	24.0	right	1
17652	olkar	0.0	5.0	right	1
17653	alky	0.0	0.0	unknown	0
17654	qokaiin	39.75	0.0	left	1
17655	octhy	0.0	8.0	right	1
17656	oltchey	9.4	12.0	right	1
17657	qotal	0.0	0.0	unknown	0
17658	lkalol	0.0	0.0	unknown	0
17659	sheol	6.0	0.0	left	1
17660	qotaiin	0.0	0.0	unknown	0
17661	ytain	0.0	4.0	right	1
17662	ytody	0.0	4.0	right	1
17663	otaiin	0.0	5.0	right	1
17664	qokain	39.75	0.0	left	1
17665	otal	0.0	5.0	right	1
17666	otal	0.0	5.0	right	1
17667	lt	0.0	2.0	right	1
17668	al	0.0	0.0	unknown	0
17669	lkar	0.0	0.0	unknown	0
17670	chdy	51.0	0.0	left	1
17671	qotol	0.0	0.0	unknown	0
17672	qokain	39.75	0.0	left	1
17673	qokaiin	39.75	0.0	left	1
17674	choty	51.0	0.0	left	1
17675	ytaiin	0.0	4.0	right	1
17676	chokain	51.75	0.0	left	1
17677	chocthy	51.0	3.0	left	1
17678	chy	51.0	0.0	left	1
17679	taiin	0.0	0.0	unknown	0
17680	okaiin	0.75	77.0	right	1
17681	okan	0.75	77.0	right	1
17682	shor	0.0	0.0	unknown	0
17683	qoky	39.75	0.0	left	1
17684	chorolk	97.8	0.0	left	1
17685	chokaiin	51.75	0.0	left	1
17686	qoolkaiin	0.0	0.0	unknown	0
17687	qoaiin	0.0	0.0	unknown	0
17688	or	0.0	5.0	right	1
17689	aiiin	0.0	0.0	unknown	0
17690	ykedy	46.2	3.6	left	1
17691	pshdal	0.0	0.0	unknown	0
17692	choky	51.75	0.0	left	1
17693	sheody	6.0	0.0	left	1
17694	lfchy	0.0	0.0	unknown	0
17695	fyshey	6.0	0.0	left	1
17696	qoky	39.75	0.0	left	1
17697	opy	0.0	8.0	right	1
17698	ypar	0.0	0.0	unknown	0
17699	oraiin	0.0	5.0	right	1
17700	ytor	0.0	4.0	right	1
17701	aiin	0.0	0.0	unknown	0
17702	opy	0.0	8.0	right	1
17703	losair	0.0	0.0	unknown	0
17704	yteody	0.0	4.0	right	1
17705	qokar	39.75	0.0	left	1
17706	shy	0.0	0.0	unknown	0
17707	qokar	39.75	0.0	left	1
17708	shor	0.0	0.0	unknown	0
17709	qopchol	0.0	34.0	right	1
17710	tal	0.0	0.0	unknown	0
17711	ol	0.0	5.0	right	1
17712	ytal	0.0	4.0	right	1
17713	otam	0.0	5.0	right	1
17714	otam	0.0	5.0	right	1
17715	shedy	6.0	0.0	left	1
17716	chdy	51.0	0.0	left	1
17717	qokar	39.75	0.0	left	1
17718	okeeey	9.75	77.0	right	1
17719	sheokaiin	6.75	0.0	left	1
17720	cheoky	61.15	0.0	left	1
17721	oteeodail	3.0	5.0	right	1
17722	otaiin	0.0	5.0	right	1
17723	otain	0.0	5.0	right	1
17724	ypchery	9.4	2.0	left	1
17725	oky	0.75	77.0	right	1
17726	sheeey	9.0	0.0	left	1
17727	qoty	0.0	0.0	unknown	0
17728	qotaiin	0.0	0.0	unknown	0
17729	sain	0.0	0.0	unknown	0
17730	chepy	60.4	0.0	left	1
17731	ltedy	0.0	0.0	unknown	0
17732	dar	2.0	30.0	right	1
17733	olkar	0.0	5.0	right	1
17734	am	0.0	0.0	unknown	0
17735	daiin	2.0	30.0	right	1
17736	or	0.0	5.0	right	1
17737	otol	0.0	5.0	right	1
17738	otshey	6.0	5.0	left	1
17739	otal	0.0	5.0	right	1
17740	olkey	3.0	5.0	right	1
17741	chcthody	51.0	31.0	left	1
17742	ytar	0.0	4.0	right	1
17743	dal	2.0	30.0	right	1
17744	ar	0.0	0.0	unknown	0
17745	okary	0.75	77.0	right	1
17746	pdaiin	0.0	0.0	unknown	0
17747	qoteedy	3.0	0.0	left	1
17748	opchey	9.4	13.0	right	1
17749	qopor	0.0	29.0	right	1
17750	otol	0.0	5.0	right	1
17751	kshdy	2.0	24.0	right	1
17752	qopcheey	12.4	34.0	right	1
17753	shdar	0.0	0.0	unknown	0
17754	fchcfhy	0.0	6.0	right	1
17755	octhal	0.0	8.0	right	1
17756	shckhy	0.0	24.0	right	1
17757	otshey	6.0	5.0	left	1
17758	opor	0.0	8.0	right	1
17759	shey	6.0	0.0	left	1
17760	tor	0.0	0.0	unknown	0
17761	ar	0.0	0.0	unknown	0
17762	otar	0.0	5.0	right	1
17763	aiin	0.0	0.0	unknown	0
17764	chdy	51.0	0.0	left	1
17765	tar	0.0	0.0	unknown	0
17766	cheeg	63.4	0.0	left	1
17767	lkaiin	0.0	0.0	unknown	0
17768	otain	0.0	5.0	right	1
17769	r	0.0	0.0	unknown	0
17770	al	0.0	0.0	unknown	0
17771	ykain	43.2	3.6	left	1
17772	chaiin	51.0	0.0	left	1
17773	ykal	43.2	3.6	left	1
17774	ykaiin	43.2	3.6	left	1
17775	otal	0.0	5.0	right	1
17776	or	0.0	5.0	right	1
17777	alkam	0.0	0.0	unknown	0
17778	ykar	43.2	3.6	left	1
17779	olkal	0.0	5.0	right	1
17780	kar	2.0	24.0	right	1
17781	shedy	6.0	0.0	left	1
17782	shor	0.0	0.0	unknown	0
17783	qokar	39.75	0.0	left	1
17784	chor	51.0	0.0	left	1
17785	or	0.0	5.0	right	1
17786	ykaiin	43.2	3.6	left	1
17787	otam	0.0	5.0	right	1
17788	ytam	0.0	4.0	right	1
17789	poraiiindy	0.0	0.0	unknown	0
17790	otshs	0.0	5.0	right	1
17791	al	0.0	0.0	unknown	0
17792	ar	0.0	0.0	unknown	0
17793	shey	6.0	0.0	left	1
17794	tair	0.0	0.0	unknown	0
17795	sheody	6.0	0.0	left	1
17796	qopchesy	9.4	34.0	right	1
17797	lfar	0.0	0.0	unknown	0
17798	air	0.0	0.0	unknown	0
17799	amod	0.0	0.0	unknown	0
17800	daiin	2.0	30.0	right	1
17801	shar	0.0	0.0	unknown	0
17802	otam	0.0	5.0	right	1
17803	ytaiin	0.0	4.0	right	1
17804	otal	0.0	5.0	right	1
17805	teody	0.0	0.0	unknown	0
17806	cthy	51.0	3.0	left	1
17807	or	0.0	5.0	right	1
17808	aiin	0.0	0.0	unknown	0
17809	otar	0.0	5.0	right	1
17810	aiiin	0.0	0.0	unknown	0
17811	qoar	0.0	0.0	unknown	0
17812	aiiin	0.0	0.0	unknown	0
17813	al	0.0	0.0	unknown	0
17814	ody	0.0	5.0	right	1
17815	ar	0.0	0.0	unknown	0
17816	aiin	0.0	0.0	unknown	0
17817	qokeeey	48.75	0.0	left	1
17818	cheey	63.4	0.0	left	1
17819	qotaiin	0.0	0.0	unknown	0
17820	ykar	43.2	3.6	left	1
17821	aithy	0.0	0.0	unknown	0
17822	ykar	43.2	3.6	left	1
17823	ar	0.0	0.0	unknown	0
17824	alody	0.0	0.0	unknown	0
17825	or	0.0	5.0	right	1
17826	eees	3.0	0.0	left	1
17827	aiin	0.0	0.0	unknown	0
17828	okar	0.75	77.0	right	1
17829	qokaiin	39.75	0.0	left	1
17830	ykar	43.2	3.6	left	1
17831	al	0.0	0.0	unknown	0
17832	ol	0.0	5.0	right	1
17833	chsky	51.0	0.0	left	1
17834	dcheytain	41.4	38.0	left	1
17835	qoko	39.75	0.0	left	1
17836	daiin	2.0	30.0	right	1
17837	ykalkain	43.2	3.6	left	1
17838	ykar	43.2	3.6	left	1
17839	alkaiin	0.0	0.0	unknown	0
17840	dalkalytam	2.0	32.0	right	1
17841	poldaiin	0.0	0.0	unknown	0
17842	sheo	6.0	0.0	left	1
17843	tesaiin	0.0	0.0	unknown	0
17844	otcho	0.0	14.0	right	1
17845	lkaiin	0.0	0.0	unknown	0
17846	os	0.0	5.0	right	1
17847	al	0.0	0.0	unknown	0
17848	ody	0.0	5.0	right	1
17849	qotar	0.0	0.0	unknown	0
17850	ytedy	0.0	4.0	right	1
17851	daiin	2.0	30.0	right	1
17852	ycheeytydaiin	42.4	2.0	left	1
17853	ykeeo	49.2	3.6	left	1
17854	chey	60.4	0.0	left	1
17855	shckhy	0.0	24.0	right	1
17856	shoky	0.75	0.0	left	1
17857	oty	0.0	5.0	right	1
17858	oty	0.0	5.0	right	1
17859	otain	0.0	5.0	right	1
17860	olkchdy	0.0	5.0	right	1
17861	ychor	30.0	0.0	left	1
17862	ar	0.0	0.0	unknown	0
17863	aiin	0.0	0.0	unknown	0
17864	ytaly	0.0	4.0	right	1
17865	otaiin	0.0	5.0	right	1
17866	ykaiin	43.2	3.6	left	1
17867	otar	0.0	5.0	right	1
17868	ytar	0.0	4.0	right	1
17869	aiin	0.0	0.0	unknown	0
17870	ytaiim	0.0	4.0	right	1
17871	oar	0.0	5.0	right	1
17872	ar	0.0	0.0	unknown	0
17873	aiin	0.0	0.0	unknown	0
17874	okaiin	0.75	77.0	right	1
17875	yteey	3.0	4.0	right	1
17876	ytaiin	0.0	4.0	right	1
17877	qokees	48.75	0.0	left	1
17878	aiin	0.0	0.0	unknown	0
17879	yteey	3.0	4.0	right	1
17880	qotey	0.0	0.0	unknown	0
17881	lkey	3.0	0.0	left	1
17882	ykaiin	43.2	3.6	left	1
17883	ykeey	49.2	3.6	left	1
17884	ykal	43.2	3.6	left	1
17885	chod	51.0	0.0	left	1
17886	aiin	0.0	0.0	unknown	0
17887	oeey	5.0	5.0	tie	1
17888	teodkaiin	0.0	0.0	unknown	0
17889	otodaiin	0.0	5.0	right	1
17890	okain	0.75	77.0	right	1
17891	ykaiin	43.2	3.6	left	1
17892	or	0.0	5.0	right	1
17893	aiin	0.0	0.0	unknown	0
17894	okol	0.75	77.0	right	1
17895	chokar	51.75	0.0	left	1
17896	sheol	6.0	0.0	left	1
17897	qokar	39.75	0.0	left	1
17898	cheey	63.4	0.0	left	1
17899	oraiiin	0.0	5.0	right	1
17900	ody	0.0	5.0	right	1
17901	oar	0.0	5.0	right	1
17902	aiin	0.0	0.0	unknown	0
17903	ykain	43.2	3.6	left	1
17904	okal	0.75	77.0	right	1
17905	kchody	28.0	24.0	left	1
17906	chckhy	51.0	24.0	left	1
17907	otaiin	0.0	5.0	right	1
17908	olkar	0.0	5.0	right	1
17909	otaiin	0.0	5.0	right	1
17910	pochor	0.0	0.0	unknown	0
17911	air	0.0	0.0	unknown	0
17912	shoar	0.0	0.0	unknown	0
17913	pshody	0.0	0.0	unknown	0
17914	shody	0.0	0.0	unknown	0
17915	qopchy	0.0	34.0	right	1
17916	ocfhdy	0.0	5.0	right	1
17917	dar	2.0	30.0	right	1
17918	olpshy	0.0	5.0	right	1
17919	dam	2.0	30.0	right	1
17920	shey	6.0	0.0	left	1
17921	pchor	0.0	2.0	right	1
17922	ypchor	0.0	2.0	right	1
17923	aiin	0.0	0.0	unknown	0
17924	otar	0.0	5.0	right	1
17925	shody	0.0	0.0	unknown	0
17926	pchykar	0.0	4.0	right	1
17927	ytar	0.0	4.0	right	1
17928	odar	0.0	5.0	right	1
17929	oeees	5.0	5.0	tie	1
17930	aral	0.0	0.0	unknown	0
17931	om	0.0	5.0	right	1
17932	odaiin	0.0	5.0	right	1
17933	oal	0.0	5.0	right	1
17934	kar	2.0	24.0	right	1
17935	ar	0.0	0.0	unknown	0
17936	or	0.0	5.0	right	1
17937	ytdar	0.0	4.0	right	1
17938	qokeeey	48.75	0.0	left	1
17939	teodyteytar	0.0	2.0	right	1
17940	an	0.0	0.0	unknown	0
17941	ytarar	0.0	4.0	right	1
17942	ysheoar	6.0	0.0	left	1
17943	qoteody	0.0	0.0	unknown	0
17944	qokar	39.75	0.0	left	1
17945	shody	0.0	0.0	unknown	0
17946	qokal	39.75	0.0	left	1
17947	tchey	9.4	7.0	left	1
17948	ytchy	0.0	49.0	right	1
17949	tal	0.0	0.0	unknown	0
17950	tar	0.0	0.0	unknown	0
17951	odaiin	0.0	5.0	right	1
17952	otches	9.4	14.0	right	1
17953	chey	60.4	0.0	left	1
17954	chodaiin	51.0	0.0	left	1
17955	shedy	6.0	0.0	left	1
17956	otal	0.0	5.0	right	1
17957	kchol	28.0	24.0	left	1
17958	shy	0.0	0.0	unknown	0
17959	olkeeeary	6.0	5.0	left	1
