folio	line	pos	token
f11	4	2	oktilkqokchchyarrchchey
f11	4	3	qoptetiinoktardyotchedyar
f11	4	4	ltarokcheqokotaiinarqsh
f11	4	5	dyiinqokdikoaramshalchy
f11	4	6	qokoldichshamyeeiinee
f11	4	7	dilkchqokiinyaincheyteky
f11	4	8	chdarqokortoainchdyqokch
f11	4	9	ainotchqaqkychshqoar
f11	4	10	otchqokyolqokarokychedo
f11	4	11	teqqokrktaryqodocheych
f11	4	12	ychedoolcheyotqotyint
f11	4	13	kytdoshedyycherkchychedrk
f11	4	14	chainshedyiinaindydinrkaiin
f11	4	15	otariinchedychedchychyaraiinin
f11	4	16	lolkialolkoainqashedok
f11	4	17	chealcheyrkkoqaqriinshe
f11	4	18	kiololkochedyteshedlchedtor
f11	4	19	olchedyaltetoshchedtiole
f11	4	20	rktorqatoopqokshedydy
f11	4	21	rqoktortidychetitoraiin
f11	4	22	oldyqokolchshchyolrch
f11	4	23	tortolrkechchedrkchrk
f11	4	24	chykechalderkolrkshedlh
f11	4	25	dydoramqopshqychycheollh
f11	4	26	aiinqeerkchyqopcheollktarcheol
f11	4	27	doralcheychyeerqaydarte
f11	4	28	chedychedyydarqateshedshtirk
f11	4	29	qaqatesheaiinshtyrkchechy
f11	4	30	lhteiinlcshshtiyaiinain
f11	5	1	lkiinsheaiinshkychedychediq
f11	5	2	cheolshkydycheaiinqaiindy
f11	5	3	ainyiinkecheolotopkoqokdy
f11	5	4	lcotamshekorhqoktaralin
f11	5	5	kekorhkidytarshinchcheol
f11	5	6	shetarlkarindychlhchedyqok
f11	5	7	ainlkqchdyeedtrkchedy
f11	5	8	tordyeedylhtchedychedyshedyche
f11	5	9	chtchedylkchedyainshedytokee
f11	5	10	inchedydyqokainchedylktdorto
f11	5	11	cheolainchedychytotketochechedy
f11	5	12	qoktshcheoltotcheqokytorchedy
f11	5	13	ainchyoktodartorainchyqokot
f11	5	14	chtilkdarolaiinqokyarcheolr
f11	5	15	torarcheolrrarcheylch
f11	5	16	tortolrkechchedrkchrk
f11	5	17	otderkchshrkiinlhaldy
f11	5	18	chedshrkshedylhshdydyain
f11	5	19	lshqlkchedychyylhqokydar
f11	5	20	aiinqeerkchyqopcheollktarcheol
f11	5	21	areealchedyqopeeechedycheqa
f11	5	22	doralcheychyeerqaydarte
f11	5	23	qiindyeekyarlkshqashe
f11	5	24	eekyarchedytyshcheolsheaiinky
f11	5	25	eeshyteshearaiinkyrkqot
f11	5	26	chedyshearshkykydqotchyiin
f11	5	27	tekyshyqotdochyinliin
f11	5	28	shechtqotalshedyqtrkchey
f11	5	29	kyshedyyintcherkchychedol
f11	5	30	shyiinqachedariinaltaiin
f11	6	1	qoarlkiinkitorcheololaiincheol
f11	6	2	kekitorchycheyolqcheoldyqo
f11	6	3	oltoralololrkaiinalqok
f11	6	4	arolainolkochedydyteqol
f11	6	5	lkainlcrkchedytorcheoltooksh
f11	6	6	torchedytoraltetoqoshsheti
f11	6	7	cheollshsheamtiotyokdy
f11	6	8	oktidydycheokqokolsh
f11	6	9	oldyqokolchshchyolrch
f11	6	10	okchshortolotchalrk
f11	6	11	telcchedyqokolotkoarq
f11	6	12	tiinqokolchedaiinchedykoardor
f11	6	13	dydoramqtshqeerkchedy
f11	6	14	qokqyshqeealcheychyqop
f11	6	15	olyshaineealcheyiinqopee
f11	6	16	dishainotalcheyiindyeer
f11	6	17	chotchqokyiindyteqkyar
f11	6	18	ainarchoktyshychedyiinshe
f11	6	19	dyychedyqosheardokikyky
f11	6	20	shkyshchcheqotdoalqiin
f11	6	21	ardoalshedyiininqatrkiin
f11	6	22	chedyarcheiinrhtocheolchytarlk
f11	6	23	qoiinchekicheolchyolcheyqaiin
f11	6	24	ololcheyolaiinaindycheoldyq
f11	6	25	arolrkkodycheolalqashedqo
f11	6	26	olkochedytoralqatetookr
f11	6	27	chshecheolchedyqokqaarecheydi
f11	6	28	qoparetdicherhlhqotde
f11	6	29	cheolrhlhshdeqokininorchedy
f11	6	30	opshalarininchdchedyqok
f11	7	1	lhqokarchedyaindorqopkychede
f11	7	2	indorqopkychedechedykooldi
f11	7	3	qokchedykoqokdilkchdarainsh
f11	7	4	dorlkchdarainshsheiinysh
f11	7	5	dishainotalcheyiindyeer
f11	7	6	aincheyiindyeerkyarchedyy
f11	7	7	alytyshqateiinsheaiinsh
f11	7	8	eeteiinsheaiinshshkydrk
f11	7	9	kysheardoshkykyshyche
f11	7	10	chdokiolkyshchtqotdo
f11	7	11	ardoalshedyiininqatrkiin
f11	7	12	chedyarcheiinrhtocheolchytarlk
f11	7	13	dicheiinchetocheolchyollkq
f11	7	14	arqaiinaindyeedyqlht
f11	7	15	toeedyqlhtchedydyqokchedy
f11	7	16	qchedydyiinchedyainchedychcheto
f11	7	17	dychedychottotshchyeto
f11	7	18	dyshchyoktotdartorchedyqoky
f11	7	19	chedoktilkdartorolaiinrcchy
f11	7	20	rtettytorltaroktarol
f11	7	21	chedytaroklcoldyiinqokotched
f11	7	22	shedyoklcchedyiinqokolchedaiin
f11	7	23	chedychedechedyqokoldilkchedyko
f11	7	24	iinoldilkchedykoainshamq
f11	7	25	qokqyshqeealcheychyqop
f11	7	26	dishainotalcheyiindyeer
f11	7	27	lkainotchcheyiindyterky
f11	7	28	shedyteqkyarchoktysh
f11	7	29	qokqqokrchoklhtarychedy
f11	7	30	choklhtarychedyqocheardo
f11	8	1	qokylhtarychedyqochesheddoki
f11	8	2	rkdyyolaiinshchtotain
f11	8	3	shedlhcheyshedyiininqatchedar
f11	8	4	tarshqiinchedytchedardyqok
f11	8	5	alkodychedyqodardyqokchylc
f11	8	6	kodoraiinchedchydyqokchylcto
f11	8	7	qalhcheamtilcqoktarche
f11	8	8	lkchedycheoltidtarcheaiindi
f11	8	9	chedyyqachedyrkarcheaiindichy
f11	8	10	aiinshdardichchedyaiinaiinqok
f11	8	11	qottarrainetqokkitor
f11	8	12	qochedyiinainrhqokkitordytar
f11	8	13	diytarcheolamchekorhdylk
f11	8	14	qochedtarotamarrhcheoltaraiin
f11	8	15	keolotamchydyqaiinchin
f11	8	16	cheiinkorhaiincheedydycheol
f11	8	17	iincherhtoainindyqcheollh
f11	8	18	chyoltarlkqcheolchedydylkqok
f11	8	19	dyqcheollhchedylktotkedor
f11	8	20	shedqotchedyotcheshchycheole
f11	8	21	shedokdyiinchedshedtshti
f11	8	22	iinshechedychotoltitotol
f11	8	23	choltshchyokolchedyqokyor
f11	8	24	shoktotdartororqokchedyr
f11	8	25	oklkdartorolaiintcheolotke
f11	8	26	chyarcheolotrrdelolsh
f11	8	27	rkechedalcheyderkiinshedlh
f11	8	28	aldeolchchshlhshaldy
f11	8	29	aiindorlcqoptshchyycheollh
f11	8	30	qopshylkrkchedylhotqokydar
f11	9	1	rkchycheoleqalhcheolqokainlc
f11	9	2	eerydarcheolshedshtichedyrk
f11	9	3	chedyyteshelctyrkcheaiinchy
f11	9	4	aiinshrkcheaiinopdichedyaiinqok
f11	9	5	shshyaiindirclaiinaiinky
f11	9	6	qottykkechedyaintqoktor
f11	9	7	arycheolopretorlhshar
f11	9	8	yiinotrshetdyshalch
f11	9	9	iindyamsheainqoktaralarin
f11	9	10	otamrhkitorshinchdcheol
f11	9	11	archecheoldytarareedycheolt
f11	9	12	cheolchyaiinindydychedylkqokain
f11	9	13	aiinainqlhtlkchedychychet
f11	9	14	aindyshedqodychedainchedytot
f11	9	15	dyiinchottchyetoainchedy
f11	9	16	chedychshchytodarainchedytorqok
f11	9	17	chotchyokttorchedyqokyqokchedy
f11	9	18	oldtilktoraiinrcchycheolot
f11	9	19	tilkaiinchortotrchedal
f11	9	20	orarrkealdeolchiinshed
f11	9	21	rkederkchrkshedokalko
f11	9	22	aiinchedyamqsheerkchedyeqa
f11	9	23	koainysheecheychyqoplhlk
f11	9	24	eealeerlkydarcheolshelc
f11	9	25	lkchedyqatelcshtichedycheaiin
f11	9	26	lcaiindrkaiinchyrcarchedyaiin
f11	9	27	rcqotarykecheoloprtqok
f11	9	28	tqoiindycheolamsheainkitor
f11	9	29	cheolotkorhtortaralarchd
f11	9	30	otamrhtodylkarchddy
f11	10	1	rhtolkqineedycheolrklk
f11	10	2	lkqeedylhchedylkqoklkchy
f11	10	3	dyeetchedyqokainlkchykedor
f11	10	4	tchedyainchedychetdorcheolcheor
f11	10	5	chetoetoorchedytotorqokyqa
f11	10	6	etochedyqokytorchedyqaolqokr
f11	10	7	chedyqokychedycheolcheolaiinrrktary
f11	10	8	rcchyotraiinaldylrqo
f11	10	9	aiinchedolchqoshedlhtaraiinq
f11	10	10	loliinshedtaralaiinqainrk
f11	10	11	qoiinshalqdyainrkiinain
f11	10	12	shaldyaiinardyainchedydyqok
f11	10	13	dyaiindyqchedchyqokchydyar
f11	10	14	yqqochedyollcrkkoalqa
f11	10	15	cheolchedyshedyqopqopalqosheqokqa
f11	10	16	darshedyshalshechedyqokqacheydi
f11	10	17	shalchedyopartdicheqotde
f11	10	18	cheolchedyetchelhqotdeshedyor
f11	10	19	etlhshqokinorchedytyiin
f11	10	20	qokkialarindchedyqokaindor
f11	10	21	tordychindcheolarchedyqopky
f11	10	22	chincheollhrkqokkyshedykoqok
f11	10	23	dyeetchedyqokainlkchykedor
f11	10	24	lhtchedyainchytokedorqokche
f11	10	25	tchedyainchedychetdorcheolcheor
f11	10	26	dyiinchottchyetoainchedy
f11	10	27	chedtorcholdtoktichyor
f11	10	28	sheamotdeshtilkorar
f11	10	29	ameytidydaraiinorart
f11	10	30	lkaiinchortcheolralcheyde
f11	11	1	aiinartrkeaiincheychchsh
f11	11	2	rcheydechshqookalkodor
f11	11	3	cheychshshedytarkodyaiiniin
f11	11	4	dorshqrkchyyqatarchedar
f11	11	5	chyycheoleqokyqokshedtetyti
f11	11	6	eeeqalhcheshedlcamchedyd
f11	11	7	rqalhlkdarsheaiintydrk
f11	11	8	arlkchedyyqaaiinshchedyyche
f11	11	9	okytyshiinshkyrkqotdo
f11	11	10	tarshychedyarkychchealshedy
f11	11	11	oktarqocheshedolaiinshshedyy
f11	11	12	chedychekiolcheytaindotche
f11	11	13	kicheytotainyainqachyal
f11	11	14	chotshedyyiinchedydolaiin
f11	11	15	qoamollarchetorcheolaindy
f11	11	16	amchedyarlkoltorololcheolal
f11	11	17	chetorcheyolrkcheolqaqchedshe
f11	11	18	kialolrkkoalteshedshetor
f11	11	19	torolrkkochedyqatoqotoram
f11	11	20	rkchedyqatetolqoksheey
f11	11	21	chedysheqokqaardirhrshedyor
f11	11	22	shechedyaretrhshqotchedychedy
f11	11	23	cheolopetqoklhaldechedyqok
f11	11	24	eqoklhshalindchedydorqop
f11	11	25	lhalinchdarrkainchedyko
f11	11	26	indarchedyrkkylkdechdar
f11	11	27	qokchedyqopkyshedykokedisheiin
f11	11	28	dekolkchdarsheqokyiindy
f11	11	29	ainsheshainotiinteeetysh
f11	11	30	yaincheyiindykychchedyiinshe
f11	12	1	ainchdyteqchlhtyardo
f11	12	2	iintearchokyqoiinkysh
f11	12	3	kychshychedyarkishqotdo
f11	12	4	iinarkykyshqotalainrkiin
f11	12	5	shedokyshchdoshedyqiind
f11	12	6	kychdoalshedyqacherktrk
f11	12	7	dichedkeolliinkitoaiinain
f11	12	8	cheddylarlkkialchydycheol
f11	12	9	olarchekitorcheyrkaiinshedqo
f11	12	10	chetorcheyolrkcheolqaqchedshe
f11	12	11	kialolrkkoalteshedshetor
f11	12	12	torolrkkochedyqatoqotoram
f11	12	13	cheolqaokrltortiottilk
f11	12	14	qorshetoramdychyolaiin
f11	12	15	rdiopqotdeshedychedyqoptarok
f11	12	16	rqotchedyshedyortiintordyiin
f11	12	17	qokyshedytettytarlctarchedaiin
f11	12	18	chedyorttyiinokcheolaiinchedy
f11	12	19	shedychedytyiinainlcdedychedyko
f11	12	20	tiinoklccheqokdichedamq
f11	12	21	iindorchedechedydichchedyysh
f11	12	22	chechedydilkchshiinqcheyiin
f11	12	23	ollkainshsheshoteerky
f11	12	24	koshyshaincheydyqopyty
f11	12	25	ainsheshainotiinteeetysh
f11	12	26	yaincheyiindykychchedyiinshe
f11	12	27	eekyytyshiinaraiinyche
f11	12	28	qaiinshshkyyqotdildy
f11	12	29	tesheshkykychedochydyrk
f11	12	30	shkykyqotchyqinrkdyched
f11	13	1	kyshchalqintdchedrk
f11	13	2	chtotyintdarchyrkaiin
f11	13	3	otainrkaintdarqokinaiinin
f11	13	4	larlktorchycheyrkcheolshedok
f11	13	5	olcheyolcheoldyshedokchedchol
f11	13	6	olrkkoqashedokltorole
f11	13	7	qookrtorcholetitoraiin
f11	13	8	chedshetordshoklkolchyar
f11	13	9	toramtiyoklkqokcharol
f11	13	10	opqotdeorqoptiinokdyqok
f11	13	11	tettyoktardyqokaiinaram
f11	13	12	taroklcqokotaiinkoamshee
f11	13	13	lcchedediaiinkoshyeechey
f11	13	14	oldilkshamyaincheyeeky
f11	13	15	ainshsheaineecheydykyysh
f11	13	16	shsheiinotaliinteartyy
f11	13	17	shainotdyeekychshiinar
f11	13	18	rkyarshqaiinarkyyqot
f11	13	19	ytyshsheaiinshkycheainiin
f11	13	20	iinshearkyrkchedoiindyiin
f11	13	21	shcheqotdoainqinldyched
f11	13	22	kyqotdoalqiinqadytt
f11	13	23	chedytarkeolamariinrhlkaiin
f11	13	24	amtocheolchytarlkaiininlhchedy
f11	13	25	chechyolcheyqaiindyeechedyiin
f11	13	26	chyaindycheoldyqqochedychedyot
f11	13	27	dydyiinchedainchedyottotodar
f11	13	28	qiinchedshechedycholtttor
f11	13	29	chedyshchyoktottorchedychedyot
f11	13	30	chchyoktitdarolqokycheolr
f11	14	1	trcchyorchedycheolrarlch
f11	14	2	tororartotrkechedchsh
f11	14	3	otalcheydeolchshiinaldor
f11	14	4	olshedokyshaldorokshq
f11	14	5	shedkodordydyaiinainshqod
f11	14	6	dydyqshchedqodchycheolsh
f11	14	7	tarshedshelcamtychedytopar
f11	14	8	darlcaiinshtichedyrkcheardi
f11	14	9	cheolaiinshshchedydyaiinaiinl
f11	14	10	ainlcarykkecheolopqoktor
f11	14	11	krsheaintqoktorlhind
f11	14	12	opqokkitorlhsharinqokchedy
f11	14	13	shetordytaralarinchchedylk
f11	14	14	kotarlkqchineedylkchedy
f11	14	15	tardyeedycheollhchedylkchyto
f11	14	16	inlhtchedylkqokainlkdore
f11	14	17	eechedydyiinchedyainchcheet
f11	14	18	dyqokchedychcheshorainchedyqoky
f11	14	19	chedychytshcheolttortorqokchedy
f11	14	20	ottochyoktotorqokchedycheolot
f11	14	21	dshtilkdaraiincheolotrr
f11	14	22	lkdaraiinchchytchedalcheyde
f11	14	23	chchytolrchchchshrk
f11	14	24	iindyaiinchedyaiinamlkrkchedychy
f11	14	25	dorlcshqlkchyqokytarchedar
f11	14	26	qlkchyqopelkainshedshelc
f11	14	27	qopelkchedycheqatytichedyd
f11	14	28	cheolainlcaiintydoprcaraiin
f11	14	29	aiintydrkchechychedyaiinaiinqok
f11	14	30	rcshedylcaralchedyetqokki
f11	15	1	qotqoparykcheoltqokkitor
f11	15	2	ykcheolotrkoshalarch
f11	15	3	ainttordyshchqokarchedyrk
f11	15	4	rhkitarlkardychedyrklkqok
f11	15	5	inchcheollhchedyqokkoqokkedor
f11	15	6	lhchedyqokchedyshedychedarqokcheor
f11	15	7	qokkychycheqokcheoliinqoktotor
f11	15	8	chykodorcheoldarorotchqokyqa
f11	15	9	dorchcheoriintordyteqqok
f11	15	10	cheshetotorotqaarchoklh
f11	15	11	qokyiinqqokarlhsheardoki
f11	15	12	olterrkokydokiolchey
f11	15	13	arqokdyltarqoolcheyaiinq
f11	15	14	ltarqoiinshedshotainrkar
f11	15	15	qochetarshcheyokyiinainchedy
f11	15	16	iinshedshalaiindyiinainchedyched
f11	15	17	shedlhalkoqaiinainchedychedqo
f11	15	18	yshdordydyainchedqochyd
f11	15	19	chycheollhlktarcheolamtytichedy
f11	15	20	lktarcheolqashedaiinarcheaiindi
f11	15	21	chedycheqatesheshcheaiindichy
f11	15	22	tycheoliinsheaiinkydichyainq
f11	15	23	yteardoshshainqiinin
f11	15	24	qoshekiolkytiininqat
f11	15	25	sheddocheyaiinchainqatchedar
f11	15	26	cheyshotainaliindcheychyal
f11	15	27	amtarlarchekiqaiinaindy
f11	15	28	archekitorchyoldyqshedqo
f11	15	29	torchyolrkainaldyiinchedshe
f11	15	30	alolrkkodyqaiinchedshetor
f12	1	1	olcheykochedycheoltechedshetoram
f12	1	2	ainolchedytoraltoshetoramti
f12	1	3	shchedycheolchedyqokeopqotdeqok
f12	1	4	alqochedyopqatqotdeqokin
f12	1	5	chedyqoketdilhshedyorchedychedy
f12	1	6	opqatqokcheshorchedychedyqok
f12	1	7	rarqokkirhalchedychedyqokar
f12	1	8	kirhalarindaindorqopky
f12	1	9	arinddyqokrkdechedykoqok
f12	1	10	inqokchedydorqopkylkchedykoke
f12	1	11	dordekodilkchqokshsheqok
f12	1	12	dedichainshsheqokshainch
f12	1	13	ainyainalcheyiinterkych
f12	1	14	aleekychedyytyyteiinar
f12	1	15	iinterkyartyshchedysheky
f12	1	16	tyyteiinsheshkyshcheq
f12	1	17	iinarshshkyychedoqdy
f12	1	18	arkikykyshqotdoshedyiniin
f12	1	19	doolkyshchdoalyqad
f12	1	20	chotdoalshedyqatdarcheyrk
f12	1	21	kelarcheiincheolchycheyaiindy
f12	1	22	llkiinchekiolcheyrkdyshed
f12	1	23	arolchekitorcheyolkocheolqo
f12	1	24	cheyrkaindycheolshedqorchedot
f12	1	25	cheolqashedqookchedsheamolok
f12	1	26	qoriinchedsheotoleoktor
f12	1	27	oklchedshetoroldytiol
f12	1	28	cheycheropqotchedyshedychedyttar
f12	1	29	cherhopdeqokinortokche
f12	1	30	qokinshedychedychedyqokiinokqokdi
f12	2	1	chedychedytiinaindorlciinchedyain
f12	2	2	lcchedyqokoldichedydorqal
f12	2	3	oldiaiinkoainshqqqopr
f12	2	4	koaindorqysheechylky
f12	2	5	ainshamyshainalqopchedyty
f12	2	6	shaineecheyiindyrchedyteshe
f12	2	7	iindyeekyarchtyteshky
f12	2	8	dyterarchokshiinkysh
f12	2	9	shytesheardokyyqin
f12	2	10	shearshkykyshcheaindyiin
f12	2	11	qochedyariindytarotaindylk
f12	2	12	diqoiintarkeolarrhlkaiin
f12	2	13	archekotocheolchylkinlhchedy
f12	2	14	lkqchdyeedylhlkchyto
f12	2	15	qaiinineedyqtqokchet
f12	2	16	tchedylkchedyainchedychedororchedy
f12	2	17	chetokecheoletoortoqacheol
f12	2	18	chycheoledarainchedyqokytorcheolar
f12	2	19	oketotorchedyqokyrctorotaiin
f12	2	20	titotolqokyrcchyqokrched
f12	2	21	dydartorchchyorarcheolkechey
f12	2	22	qoktorolshorartotchde
f12	2	23	iintorllcoldyiindychedydor
f12	2	24	cheoldyolchedaiinchedyaiinqq
f12	2	25	koaiinarqtshqlkqoplh
f12	2	26	ainardoryshqeerkeelk
f12	2	27	shshqcheychyqopeeqayqa
f12	2	28	ainqeeiinqopeerlhtyte
f12	2	29	kylhlktycheolqatesheshrk
f12	2	30	iinshelcshchedydrkcheaindi
f12	3	1	shelcaiinkydrkyaiinql
f12	3	2	doshshshycheqotchyinrk
f12	3	3	chychealqiininldched
f12	3	4	yiindykeainkorhtotorlk
f12	3	5	otamariindytarlkqchee
f12	3	6	dytarlkaiindycheollhtrkchedy
f12	3	7	tarlkqaincheollhtchedylkain
f12	3	8	lkqaiindylhtchedydyqokchedy
f12	3	9	qaiinaincheoltchedydyiinchedych
f12	3	10	aiinaindyalchedydyiinchedainot
f12	3	11	qshedqorchedychotoltok
f12	3	12	shedqooklchotoldshti
f12	3	13	chedshetortichyoktilkdaraiin
f12	3	14	chyoktidyrcchyorarcheolr
f12	3	15	oktilkqokchyorartotke
f12	3	16	chyorarolchedalcheydeolsh
f12	3	17	taroldyqoklaiinardorlcsh
f12	3	18	oldyiinolaiinardoramqopq
f12	3	19	iinqokollkdoramqyshal
f12	3	20	doramqshchedychyqopeeqachedy
f12	3	21	amqyainchyqopeerlhy
f12	3	22	chyqopeekydarcheolqateshesh
f12	3	23	qopeerarcheolqateiinlcsh
f12	3	24	lkchedyyshlcaiinshshchedyy
f12	3	25	cheolqateshechedydrkyaiinain
f12	3	26	chedydrkchearaiindilaiinky
f12	3	27	qotqochedyarkechedyrkorhtor
f12	3	28	ariindykechedyrshekorhch
f12	3	29	cheolamarsheainkitortarlkcheol
f12	3	30	tortarlkalarchdcheollhlk
f12	4	1	dydlhchedyqokchekokedorcheol
f12	4	2	trkchedyshedycheedarcheorain
f12	4	3	chedylkainlktotoqokorainchedy
f12	4	4	tokeeqokainqokchqaolcheol
f12	4	5	tdortochechedychedyqokyolcheolar
f12	4	6	shcheoltorqokycheolqacheolaraiin
f12	4	7	darainrctorcheolchedrdylol
f12	4	8	torchedychyqokotalrklolch
f12	4	9	chyqokotcheolchedchyqoiinshed
f12	4	10	orchedyraralchriinshedok
f12	4	11	raiincheylchytaralkodor
f12	4	12	chqooktarkoiinrkshdyq
f12	4	13	shiinyshdorainardyqsh
f12	4	14	dorokiinarqdqoklctoy
f12	4	15	qchedychyqoktoshinqsholiin
f12	4	16	chedyallcrktoropoklshqok
f12	4	17	shedyqokshchedycheolerdicherh
f12	4	18	qopchedyalqochedytcheycherhlh
f12	4	19	lcshkecheolrkichelhshal
f12	4	20	chedychedysheekiarqokinchd
f12	4	21	cheolopainttorchinchddy
f12	4	22	otrkoqokdyininddycheol
f12	4	23	qokdyarindqokarchedyrkshedy
f12	4	24	dyindyeedytlkqokshedychy
f12	4	25	dylkqokchedyshedychekedordarche
f12	4	26	cheolqokchedyainlktodorcheolqokor
f12	4	27	qokchetotdortooraintotor
f12	4	28	chshtodarorchedyrctortorcheol
f12	4	29	shtchedyrctorqokcheolqaolaiin
f12	4	30	chydarqokychytorchedyotolcheolched
f12	5	1	torchycheolrcheolaiinalrkdych
f12	5	2	chyotaiinalrklchyrshed
f12	5	3	orrchedcheydyolchrqook
f12	5	4	rcheychshqoshedytarshdor
f12	5	5	aiindortqyrkchyycheollh
f12	5	6	amqchedyqopcheolqalkqokytarcheol
f12	5	7	qchyqalkqokychecheolqokainlc
f12	5	8	chylhchecheolqokshedlcolamchedy
f12	5	9	lkcheolsheaiinamtidtardi
f12	5	10	cheollctidtchedioropaiin
f12	5	11	aiindaiinchyopardichchedyqok
f12	5	12	qottlckechedychedyrsheqokki
f12	5	13	arykersheeqokkishal
f12	5	14	cheolotshekitorlhalarchd
f12	5	15	amarkodytaralchindycheol
f12	5	16	cheiintolkqchdyeelht
f12	5	17	rhtochylkcheedycheollhain
f12	5	18	tarlkaiindydytrklkqokto
f12	5	19	dyeeqtlkainlkchycheto
f12	5	20	qokchedychedychekeeqokcheorqok
f12	5	21	dorcheoltoorqoktorchqokyqark
f12	5	22	totorqokqaterchoklhshed
f12	5	23	torqokcheolcheolqokdylhtarytar
f12	5	24	qokchedyotarrltaryrsh
f12	5	25	chedycheolraiinrkolyrqoal
f12	5	26	dylchqoshedshcheyaiinqsh
f12	5	27	rlhshokaiindyainchedychedqo
f12	5	28	iinshkoaiinainshchedqochyd
f12	5	29	okdyardlctodyarqoksh
f12	5	30	otqokyktitaraindoroprc
f12	6	1	alqoshedyalshecheolqotqokare
f12	6	2	chdarchedyoparecheydirhlh
f12	6	3	shedyqopshshetqokcherhshal
f12	6	4	qopqopalainqokkirhlhalar
f12	6	5	alkchedytorshalqokinchd
f12	6	6	kkeopdyalarininddy
f12	6	7	tqoklhdyarchedyaindorkyshedy
f12	6	8	chindyarrkainkychedeko
f12	6	9	inincheolchedylkdorshedydechedyqok
f12	6	10	rkshedychedyqokkeqokainsheiinqok
f12	6	11	qokchyqokdorcheolorsheqoktotor
f12	6	12	chedychekecheoleainiintotortor
f12	6	13	checheolqokoraintorotqokyqaol
f12	6	14	toecheainchedyqokchqaolcheol
f12	6	15	ttoorchedyqokychedyqokyolcheolar
f12	6	16	chydarchedyrcchyotolaraiinched
f12	6	17	darrcqokcheolotchedrdylol
f12	6	18	rccheolcheolaiinchedoltarrqoiin
f12	6	19	orraiinalcheychriinshedok
f12	6	20	rallchchoklhshalko
f12	6	21	chshedtaralkoaiinainarshdy
f12	6	22	aldyrkshdyqodarqokchylc
f12	6	23	shcheddychylccheolaiininkiq
f12	6	24	aiinololkochedyteshedokrl
f12	6	25	chedylckotordoopoklshqok
f12	6	26	tortorshqokdyoleyche
f12	6	27	shtidycheqoktoraiinchsh
f12	6	28	rhqokshedychedychedyainloklcche
f12	6	29	chedyiintarlccheolotaiinchedyko
f12	6	30	qokdorlcdechedylkaiinkoainsh
f12	7	1	qopchedyollkchsheamyshain
f12	7	2	kykodichdariinqshainot
f12	7	3	qokdarshiinqokchaliindyte
f12	7	4	iinotcheydytechchedytyshy
f12	7	5	qokchiinteqokyshychedy
f12	7	6	toqokydyqqoklhtyychedyqo
f12	7	7	qokyqaroklhqoiinardoki
f12	7	8	qokshchedyqokishkyshch
f12	7	9	chedydokyshchalainiininqa
f12	7	10	qokikychtshedyqinqat
f12	7	11	shedcheychotainiinintchedar
f12	7	12	otyqachedaralchedrkolaiin
f12	7	13	amlchechekicheylkaiinaindy
f12	7	14	lchecheololcheydydydyqshed
f12	7	15	cheolqaindyshedlhchedydyiin
f12	7	16	olaineeqshediinqokainchedych
f12	7	17	qdychedychedychshdoretot
f12	7	18	chedytcheoltotqokytotorqokchedy
f12	7	19	ttoorchedyqokychedyqokyolcheolar
f12	7	20	shtainqokyrccheolqacheolaraiin
f12	7	21	qokychedyolaraiinllhyrqo
f12	7	22	cheolaiinrkloliinchelhtarsh
f12	7	23	aiinlyqoiinsholaiinqok
f12	7	24	chedolriinshedalcheyqokdy
f12	7	25	oliinlhshaldyotrkarsh
f12	7	26	iinshaiinokdyshyainchedyched
f12	7	27	shedalqdyaiindyiinchedychedqo
f12	7	28	dyshainchedqolcaldyarcheol
f12	7	29	iinqchedchydydycheolqoksh
f12	7	30	ychedyollceedoaltetoop
f12	8	1	shedyshqocheolchedyerdicherh
f12	8	2	alchedyqaetlhopdeqokin
f12	8	3	oprqatcherhshdeinchedy
f12	8	4	qokkicheshqokinchchedyqokdor
f12	8	5	kitorrhalinindchedyarqop
f12	8	6	chdchedyaraindorkychechedylk
f12	8	7	chedyrkainkydechedyqokdichshe
f12	8	8	rklkdorshedychedykokelkdariin
f12	8	9	shedylkdeqoklkchqokshiinot
f12	8	10	darqokainiinshainchcheydyar
f12	8	11	qoktoshchiindyqkychy
f12	8	12	totorainqokydyteqokarokchedy
f12	8	13	qaoldyqokchoktaryqoki
f12	8	14	olcheolteroklhychedycheol
f12	8	15	aiinqokrrkdyqocheshedolchey
f12	8	16	llhtaryrtarolcheytot
f12	8	17	tarkiolcheyaiinrkshedyytche
f12	8	18	oktotainrkchedychedarchyal
f12	8	19	dyotainrkarcheddardyalin
f12	8	20	shyiinainchedychyalinaiinlk
f12	8	21	qainchedychedqotodyarinki
f12	8	22	chedytoralolaintoralqaokr
f12	8	23	qopqokchedyqopshchedyqokqacheydi
f12	8	24	alchedyqoshecheolecheydiopqot
f12	8	25	ercheydicheqokchedyshedytet
f12	8	26	qokqokychedyshedyoriinltaroldy
f12	8	27	chedytettyiinchedyiinchedaiin
f12	8	28	qokttyiinaindeiinqokaiinchedy
f12	8	29	dedyiinqokolaindoramshq
f12	8	30	chedyiinqokoldishamqqee
f12	9	1	koqokoldilksheqyeeal
f12	9	2	kedilkchdarqokshaincheyiin
f12	9	3	qokyshainotterkyyty
f12	9	4	teeerkyaryteiinshsh
f12	9	5	qrkyarchchedyiinsheshky
f12	9	6	lhtyshychedykikykycheqot
f12	9	7	qoiinsheardochcheqotqiin
